words@amorozov1986m		262.662	263.107	могу
words@amorozov1986m		263.107	263.552	сказать
words@amorozov1986m		263.552	263.996	что
words@amorozov1986m		263.996	264.441	мне
words@amorozov1986m		264.441	264.886	всегда
words@amorozov1986m		264.886	265.33	искренне
words@amorozov1986m		265.33	265.775	нравилось
words@amorozov1986m		265.775	266.219	то
words@amorozov1986m		266.219	266.664	/
words@amorozov1986m		266.664	267.109	что
words@amorozov1986m		267.109	267.553	так
words@amorozov1986m		267.553	267.998	выходит
words@amorozov1986m		267.998	268.443	//
words@amorozov1986m		268.443	268.887	не
words@amorozov1986m		268.887	269.332	очень
words@amorozov1986m		269.332	269.776	нра
words@amorozov1986m		269.776	270.221	не
words@amorozov1986m		270.221	270.666	очень
words@amorozov1986m		270.666	271.11	популярно
words@amorozov1986m		271.11	271.555	среди
words@amorozov1986m		271.555	272.0	большинства
words@amorozov1986m		273.505	273.895	Мм
words@amorozov1986m		273.895	274.286	от
words@amorozov1986m		274.286	274.677	какой-то
words@amorozov1986m		274.677	275.068	такой
words@amorozov1986m		275.068	275.459	мейнстримной
words@amorozov1986m		275.459	275.85	музыки
words@amorozov1986m		275.85	276.241	//
words@amorozov1986m		276.779	277.023	В
words@amorozov1986m		277.023	277.267	ней
words@amorozov1986m		277.267	277.511	есть
words@amorozov1986m		277.511	277.755	что-то
words@amorozov1986m		277.755	278.0	/
words@amorozov1986m		278.615	278.977	Мм
words@amorozov1986m		279.197	279.4	От
words@amorozov1986m		279.4	279.603	чего
words@amorozov1986m		279.603	279.807	устаешь
words@amorozov1986m		279.807	280.01	в
words@amorozov1986m		280.01	280.213	ней
words@amorozov1986m		280.213	280.417	//
words@amorozov1986m		281.165	281.342	Я
words@amorozov1986m		281.342	281.519	не
words@amorozov1986m		281.519	281.696	могу
words@amorozov1986m		281.696	281.874	её
words@amorozov1986m		281.874	282.051	много
words@amorozov1986m		282.051	282.228	слушать
words@amorozov1986m		282.228	282.406	//
words@amorozov1986m		283.49	283.951	Мм
words@amorozov1986m		285.858	285.995	А
words@amorozov1986m		285.995	286.132	/
words@amorozov1986m		287.353	288.395	самодельная
words@amorozov1986m		289.831	290.41	какая-то
words@amorozov1986m		290.41	290.989	грязная
words@amorozov1986m		290.989	291.569	музыка
words@amorozov1986m		291.569	292.148	/
words@amorozov1986m		292.148	292.727	мне
words@amorozov1986m		292.727	293.307	нравится
words@amorozov1986m		294.02	294.243	а
words@amorozov1986m		294.243	294.466	почему
words@amorozov1986m		294.466	294.69	/
words@amorozov1986m		295.614	295.993	почему
words@amorozov1986m		295.993	296.373	то
words@amorozov1986m		296.373	296.753	или
words@amorozov1986m		296.753	297.132	иное
words@amorozov1986m		297.132	297.512	становится
words@amorozov1986m		297.512	297.892	популярным
words@amorozov1986m		297.892	298.272	я
words@amorozov1986m		298.272	298.651	не
words@amorozov1986m		298.651	299.031	понимаю
words@amorozov1986m		299.031	299.411	//
words@amorozov1986m		299.411	299.79	и
words@amorozov1986m		299.79	300.17	например
words@amorozov1986m		300.17	300.55	у
words@amorozov1986m		300.55	300.93	меня
words@amorozov1986m		300.93	301.309	всегда
words@amorozov1986m		301.309	301.689	проблема
words@amorozov1986m		301.689	302.069	определить
words@amorozov1986m		302.069	302.449	/
words@amorozov1986m		302.449	302.828	ну
words@amorozov1986m		302.828	303.208	когда
words@amorozov1986m		303.208	303.588	мы
words@amorozov1986m		303.588	303.967	записываем
words@amorozov1986m		303.967	304.347	какой-нибудь
words@amorozov1986m		304.347	304.727	альбом
words@amorozov1986m		304.727	305.107	/
words@amorozov1986m		305.107	305.486	какая
words@amorozov1986m		305.486	305.866	песня
words@amorozov1986m		305.866	306.246	хит
words@amorozov1986m		306.246	306.626	//
words@amorozov1986m		307.494	307.826	всё
words@amorozov1986m		307.826	308.158	что
words@amorozov1986m		308.158	308.49	мне
words@amorozov1986m		308.49	308.822	нравится
words@amorozov1986m		308.822	309.154	обычно
words@amorozov1986m		309.154	309.486	далеко
words@amorozov1986m		309.486	309.818	не
words@amorozov1986m		309.818	310.15	хит
words@amorozov1986m		310.15	310.483	//
words@amorozov1986m		311.126	311.469	то
words@amorozov1986m		311.469	311.812	есть
words@amorozov1986m		311.812	312.155	у
words@amorozov1986m		312.155	312.498	меня
words@amorozov1986m		312.498	312.841	действительно
words@amorozov1986m		312.841	313.184	сложно
words@amorozov1986m		313.184	313.527	/
words@amorozov1986m		313.527	313.87	но
words@amorozov1986m		313.87	314.213	мне
words@amorozov1986m		314.213	314.556	помогают
words@amorozov1986m		314.556	314.899	друзья
words@amorozov1986m		314.899	315.242	/
words@amorozov1986m		315.242	315.585	ээ/
words@amorozov1986m		315.585	315.928	разобраться
words@amorozov1986m		315.928	316.271	в
words@amorozov1986m		316.271	316.615	этом
words@dmorozov1970m	@dmorozov1970m	0.12	0.528	Расскажи
words@dmorozov1970m	@dmorozov1970m	0.528	0.936	как
words@dmorozov1970m	@dmorozov1970m	0.936	1.344	и
words@dmorozov1970m	@dmorozov1970m	1.344	1.752	с
words@dmorozov1970m	@dmorozov1970m	1.752	2.16	кем
words@dmorozov1970m	@dmorozov1970m	2.16	2.568	проводил
words@dmorozov1970m	@dmorozov1970m	2.568	2.976	время
words@dmorozov1970m	@dmorozov1970m	2.976	3.384	когда
words@dmorozov1970m	@dmorozov1970m	3.384	3.792	тебе
